trip_id,subscriber_type,bikeid,start_time,start_station_id,start_station_name,end_station_id,end_station_name,duration_minutes,dummy_date
21306059,Explorer,113G,2019-11-26 14:46:48 UTC,2547,21st/Guadalupe,2494,2nd/Congress,17,2024-01-02
21306062,Explorer,014G,2019-11-26 14:47:07 UTC,2547,21st/Guadalupe,2494,2nd/Congress,16,2024-01-02
21304177,Local365,014G,2019-11-26 07:30:52 UTC,2552,3rd/West,2494,2nd/Congress,31,2024-01-02
21305110,Local365,465,2019-11-26 11:56:03 UTC,3621,3rd/Nueces,2495,4th/Congress,4,2024-01-02
21305506,Local365,074G,2019-11-26 13:11:41 UTC,2539,3rd/Trinity @ The Convention Center,2495,4th/Congress,46,2024-01-02
21304201,Local365,14264,2019-11-26 07:41:07 UTC,2501,5th/Bowie,2496,8th/Congress,9,2024-01-02
21304221,Local365,800,2019-11-26 07:48:51 UTC,2542,Plaza Saltillo,2496,8th/Congress,11,2024-01-02
21305567,Pay-as-you-ride,902,2019-11-26 13:22:40 UTC,2563,Rainey/Davis,2499,2nd/Lavaca @ City Hall,19,2024-01-02
21305601,Single Trip (Pay-as-you-ride),1524,2019-11-26 13:28:33 UTC,2563,Rainey/Davis,2499,2nd/Lavaca @ City Hall,13,2024-01-02
21307100,Local365,2048,2019-11-26 18:19:06 UTC,4048,South Congress @ Bouldin Creek,2501,5th/Bowie,9,2024-01-02
21304920,Local365,64,2019-11-26 11:13:32 UTC,3619,6th/Congress,2501,5th/Bowie,7,2024-01-02
21304370,Local365,369G,2019-11-26 08:45:15 UTC,2542,Plaza Saltillo,2501,5th/Bowie,14,2024-01-02
21306792,Local365,2095,2019-11-26 17:02:40 UTC,2561,12th/San Jacinto @ State Capitol Visitors Garage,2503,South Congress/James,16,2024-01-02
21307404,Single Trip (Pay-as-you-ride),1277,2019-11-26 20:04:59 UTC,3513,South Congress/Barton Springs @ The Austin American-Statesman,2503,South Congress/James,10,2024-01-02
21307398,Single Trip (Pay-as-you-ride),864,2019-11-26 20:03:50 UTC,3513,South Congress/Barton Springs @ The Austin American-Statesman,2503,South Congress/James,11,2024-01-02
21304987,24 Hour Walk Up Pass,1551,2019-11-26 11:32:27 UTC,4058,Hollow Creek/Barton Hills,2504,South Congress/Elizabeth,40,2024-01-02
21304969,24 Hour Walk Up Pass,2122B,2019-11-26 11:30:37 UTC,4058,Hollow Creek/Barton Hills,2504,South Congress/Elizabeth,42,2024-01-02
21305227,Local365,272G,2019-11-26 12:16:48 UTC,3294,6th/Lavaca,2539,3rd/Trinity @ The Convention Center,44,2024-01-02
21306040,Local365,14148,2019-11-26 14:43:48 UTC,2707,Rainey/Cummings,2539,3rd/Trinity @ The Convention Center,6,2024-01-02
21306774,Local365,800,2019-11-26 16:58:11 UTC,2496,8th/Congress,2539,3rd/Trinity @ The Convention Center,6,2024-01-02
21307503,Local365,650,2019-11-26 20:46:40 UTC,4048,South Congress @ Bouldin Creek,2542,Plaza Saltillo,13,2024-01-02
21303981,Local365,369G,2019-11-26 00:36:35 UTC,2567,Barton Springs/Bouldin @ Palmer Auditorium,2542,Plaza Saltillo,16,2024-01-02
21307511,Local365,894,2019-11-26 20:51:44 UTC,2494,2nd/Congress,2542,Plaza Saltillo,8,2024-01-02
21304563,Local365,864,2019-11-26 09:39:08 UTC,2501,5th/Bowie,2542,Plaza Saltillo,15,2024-01-02
21307128,Local365,460,2019-11-26 18:25:05 UTC,3841,23rd/Rio Grande,2547,21st/Guadalupe,18,2024-01-02
21304929,U.T. Student Membership,115,2019-11-26 11:17:20 UTC,3792,22nd/Pearl,2547,21st/Guadalupe,3,2024-01-02
21304953,24 Hour Walk Up Pass,2204,2019-11-26 11:28:01 UTC,3797,21st/University,2547,21st/Guadalupe,146,2024-01-02
21304944,24 Hour Walk Up Pass,014G,2019-11-26 11:25:46 UTC,3797,21st/University,2547,21st/Guadalupe,149,2024-01-02
21304949,24 Hour Walk Up Pass,113G,2019-11-26 11:26:48 UTC,3797,21st/University,2547,21st/Guadalupe,148,2024-01-02
21305023,Explorer,4,2019-11-26 11:38:00 UTC,2547,21st/Guadalupe,2547,21st/Guadalupe,133,2024-01-02
21305029,Explorer,2351,2019-11-26 11:40:02 UTC,2547,21st/Guadalupe,2547,21st/Guadalupe,134,2024-01-02
21307594,Single Trip (Pay-as-you-ride),571,2019-11-26 21:27:18 UTC,4047,8th/Lavaca,2548,Guadalupe/West Mall @ University Co-op,22,2024-01-02
21307597,Single Trip (Pay-as-you-ride),303G,2019-11-26 21:28:38 UTC,4047,8th/Lavaca,2548,Guadalupe/West Mall @ University Co-op,21,2024-01-02
21306639,Local365,115,2019-11-26 16:30:56 UTC,3793,28th/Rio Grande,2548,Guadalupe/West Mall @ University Co-op,5,2024-01-02
21304782,Local365,2887,2019-11-26 10:43:47 UTC,3798,21st/Speedway @ PCL,2548,Guadalupe/West Mall @ University Co-op,4,2024-01-02
21307409,Local365,057G,2019-11-26 20:07:35 UTC,3798,21st/Speedway @ PCL,2548,Guadalupe/West Mall @ University Co-op,7,2024-01-02
21306791,U.T. Student Membership,2077,2019-11-26 17:02:19 UTC,3799,23rd/San Jacinto @ DKR Stadium,2548,Guadalupe/West Mall @ University Co-op,6,2024-01-02
21304060,Local365,2304,2019-11-26 06:27:18 UTC,3687,Boardwalk West,2549,South 1st/Riverside @ Long Center,7,2024-01-02
21304614,Local30,1439,2019-11-26 09:55:50 UTC,2496,8th/Congress,2552,3rd/West,7,2024-01-02
21307390,Local365,460,2019-11-26 20:01:19 UTC,3794,Dean Keeton/Speedway ,2563,Rainey/Davis,23,2024-01-02
21306726,Pay-as-you-ride,882,2019-11-26 16:49:37 UTC,4061,Lakeshore/Austin Hostel,2565,6th/Trinity,43,2024-01-02
21306733,Pay-as-you-ride,1830,2019-11-26 16:50:26 UTC,4061,Lakeshore/Austin Hostel,2565,6th/Trinity,42,2024-01-02
